nohup: ignoring input

Processing hit_analyzer.C...
Loaded 92 dead channels
[MC] Processed 18480 samples
[MC] Processed 18490 samples
[MC] Processed 18500 samples
[MC] Processed 18510 samples
[MC] Processed 18520 samples
[MC] Processed 18530 samples
[MC] Processed 18540 samples
[MC] Processed 18550 samples
[MC] Processed 18560 samples
[MC] Processed 18570 samples
[MC] Processed 18580 samples
[MC] Processed 18590 samples
[MC] Processed 18600 samples
[MC] Processed 18610 samples
[MC] Processed 18620 samples
[MC] Processed 18630 samples
[MC] Processed 18640 samples
[MC] Processed 18650 samples
[MC] Processed 18660 samples
[MC] Processed 18670 samples
[MC] Processed 18680 samples
[MC] Processed 18690 samples
[MC] Processed 18700 samples
[MC] Processed 18710 samples
[MC] Processed 18720 samples
[MC] Processed 18730 samples
[MC] Processed 18740 samples
[MC] Processed 18750 samples
[MC] Processed 18760 samples
[MC] Processed 18770 samples
[MC] Processed 18780 samples
[MC] Processed 18790 samples
[MC] Processed 18800 samples
[MC] Processed 18810 samples
[MC] Processed 18820 samples
[MC] Processed 18830 samples
[MC] Processed 18840 samples
[MC] Processed 18850 samples
[MC] Processed 18860 samples
[MC] Processed 18870 samples
[MC] Processed 18880 samples
[MC] Processed 18890 samples
[MC] Processed 18900 samples
[MC] Processed 18910 samples
[MC] Processed 18920 samples
[MC] Processed 18930 samples
[MC] Processed 18940 samples
[MC] Processed 18950 samples
[MC] Processed 18960 samples
[MC] Processed 18970 samples
[MC] Processed 18980 samples
[MC] Processed 18990 samples
[MC] Processed 19000 samples
[MC] Processed 19010 samples
[MC] Processed 19020 samples
[MC] Processed 19030 samples
[MC] Processed 19040 samples
[MC] Processed 19050 samples
[MC] Processed 19060 samples
[MC] Processed 19070 samples
[MC] Processed 19080 samples
[MC] Processed 19090 samples
[MC] Processed 19100 samples
[MC] Processed 19110 samples
[MC] Processed 19120 samples
[MC] Processed 19130 samples
[MC] Processed 19140 samples
[MC] Processed 19150 samples
[MC] Processed 19160 samples
[MC] Processed 19170 samples
[MC] Processed 19180 samples
[MC] Processed 19190 samples
[MC] Processed 19200 samples
[MC] Processed 19210 samples
[MC] Processed 19220 samples
[MC] Processed 19230 samples
[MC] Processed 19240 samples
[MC] Processed 19250 samples
[MC] Processed 19260 samples
[MC] Processed 19270 samples
[MC] Processed 19280 samples
[MC] Processed 19290 samples
[MC] Processed 19300 samples
[MC] Processed 19310 samples
[MC] Processed 19320 samples
[MC] Processed 19330 samples
[MC] Processed 19340 samples
[MC] Processed 19350 samples
[MC] Processed 19360 samples
[MC] Processed 19370 samples
[MC] Processed 19380 samples
[MC] Processed 19390 samples
[MC] Processed 19400 samples
[MC] Processed 19410 samples
[MC] Processed 19420 samples
[MC] Processed 19430 samples
[MC] Processed 19440 samples
[MC] Processed 19450 samples
[MC] Processed 19460 samples
[MC] Processed 19470 samples
[MC] Processed 19480 samples
[MC] Processed 19490 samples
[MC] Processed 19500 samples
[MC] Processed 19510 samples
[MC] Processed 19520 samples
[MC] Processed 19530 samples
[MC] Processed 19540 samples
[MC] Processed 19550 samples
[MC] Processed 19560 samples
[MC] Processed 19570 samples
[MC] Processed 19580 samples
[MC] Processed 19590 samples
[MC] Processed 19600 samples
[MC] Processed 19610 samples
[MC] Processed 19620 samples
[MC] Processed 19630 samples
[MC] Processed 19640 samples
[MC] Processed 19650 samples
[MC] Processed 19660 samples
[MC] Processed 19670 samples
[MC] Processed 19680 samples
[MC] Processed 19690 samples
[MC] Processed 19700 samples
[MC] Processed 19710 samples
[MC] Processed 19720 samples
[MC] Processed 19730 samples
[MC] Processed 19740 samples
[MC] Processed 19750 samples
[MC] Processed 19760 samples
[MC] Processed 19770 samples
[MC] Processed 19780 samples
[MC] Processed 19790 samples
[MC] Processed 19800 samples
[MC] Processed 19810 samples
[MC] Processed 19820 samples
[MC] Processed 19830 samples
[MC] Processed 19840 samples
[MC] Processed 19850 samples
[MC] Processed 19860 samples
[MC] Processed 19870 samples
[MC] Processed 19880 samples
[MC] Processed 19890 samples
[MC] Processed 19900 samples
[MC] Processed 19910 samples
[MC] Processed 19920 samples
[MC] Processed 19930 samples
[MC] Processed 19940 samples
[MC] Processed 19950 samples
[MC] Processed 19960 samples
[MC] Processed 19970 samples
[MC] Processed 19980 samples
[MC] Processed 19990 samples
[MC] Processed 20000 samples
[MC] Processed 20010 samples
[MC] Processed 20020 samples
[MC] Processed 20030 samples
[MC] Processed 20040 samples
[MC] Processed 20050 samples
[MC] Processed 20060 samples
[MC] Processed 20070 samples
[MC] Processed 20080 samples
[MC] Processed 20090 samples
[MC] Processed 20100 samples
[MC] Processed 20110 samples
[MC] Processed 20120 samples
[MC] Processed 20130 samples
[MC] Processed 20140 samples
[MC] Processed 20150 samples
[MC] Processed 20160 samples
[MC] Processed 20170 samples
[MC] Processed 20180 samples
[MC] Processed 20190 samples
[MC] Processed 20200 samples
[MC] Processed 20210 samples
[MC] Processed 20220 samples
[MC] Processed 20230 samples
[MC] Processed 20240 samples
[MC] Processed 20250 samples
[MC] Processed 20260 samples
[MC] Processed 20270 samples
[MC] Processed 20280 samples
[MC] Processed 20290 samples
[MC] Processed 20300 samples
[MC] Processed 20310 samples
[MC] Processed 20320 samples
[MC] Processed 20330 samples
[MC] Processed 20340 samples
[MC] Processed 20350 samples
[MC] Processed 20360 samples
[MC] Processed 20370 samples
[MC] Processed 20380 samples
[MC] Processed 20390 samples
[MC] Processed 20400 samples
[MC] Processed 20410 samples
[MC] Processed 20420 samples
[MC] Processed 20430 samples
[MC] Processed 20440 samples
[MC] Processed 20450 samples
[MC] Processed 20460 samples
[MC] Processed 20470 samples
[MC] Processed 20480 samples
[MC] Processed 20490 samples
[MC] Processed 20500 samples
[MC] Processed 20510 samples
[MC] Processed 20520 samples
[MC] Processed 20530 samples
[MC] Processed 20540 samples
[MC] Processed 20550 samples
[MC] Processed 20560 samples
[MC] Processed 20570 samples
[MC] Processed 20580 samples
[MC] Processed 20590 samples
[MC] Processed 20600 samples
[MC] Processed 20610 samples
[MC] Processed 20620 samples
[MC] Processed 20630 samples
[MC] Processed 20640 samples
[MC] Processed 20650 samples
[MC] Processed 20660 samples
[MC] Processed 20670 samples
[MC] Processed 20680 samples
[MC] Processed 20690 samples
[MC] Processed 20700 samples
[MC] Processed 20710 samples
[MC] Processed 20720 samples
[MC] Processed 20730 samples
[MC] Processed 20740 samples
[MC] Processed 20750 samples
[MC] Processed 20760 samples
[MC] Processed 20770 samples
[MC] Processed 20780 samples
[MC] Processed 20790 samples
[MC] Processed 20800 samples
[MC] Processed 20810 samples
[MC] Processed 20820 samples
[MC] Processed 20830 samples
[MC] Processed 20840 samples
[MC] Processed 20850 samples
[MC] Processed 20860 samples
[MC] Processed 20870 samples
[MC] Processed 20880 samples
[MC] Processed 20890 samples
[MC] Processed 20900 samples
[MC] Processed 20910 samples
[MC] Processed 20920 samples
[MC] Processed 20930 samples
[MC] Processed 20940 samples
[MC] Processed 20950 samples
[MC] Processed 20960 samples
[MC] Processed 20970 samples
[MC] Processed 20980 samples
[MC] Processed 20990 samples
[MC] Processed 21000 samples
[MC] Processed 21010 samples
[MC] Processed 21020 samples
[MC] Processed 21030 samples
[MC] Processed 21040 samples
[MC] Processed 21050 samples
[MC] Processed 21060 samples
[MC] Processed 21070 samples
[MC] Processed 21080 samples
[MC] Processed 21090 samples
[MC] Processed 21100 samples
[MC] Processed 21110 samples
[MC] Processed 21120 samples
[MC] Processed 21130 samples
[MC] Processed 21140 samples
[MC] Processed 21150 samples
[MC] Processed 21160 samples
[MC] Processed 21170 samples
[MC] Processed 21180 samples
[MC] Processed 21190 samples
[MC] Processed 21200 samples
[MC] Processed 21210 samples
[MC] Processed 21220 samples
[MC] Processed 21230 samples
[MC] Processed 21240 samples
[MC] Processed 21250 samples
[MC] Processed 21260 samples
[MC] Processed 21270 samples
[MC] Processed 21280 samples
[MC] Processed 21290 samples
[MC] Processed 21300 samples
[MC] Processed 21310 samples
[MC] Processed 21320 samples
[MC] Processed 21330 samples
[MC] Processed 21340 samples
[MC] Processed 21350 samples
[MC] Processed 21360 samples
[MC] Processed 21370 samples
[MC] Processed 21380 samples
[MC] Processed 21390 samples
[MC] Processed 21400 samples
[MC] Processed 21410 samples
[MC] Processed 21420 samples
[MC] Processed 21430 samples
[MC] Processed 21440 samples
[MC] Processed 21450 samples
[MC] Processed 21460 samples
[MC] Processed 21470 samples
[MC] Processed 21480 samples
[MC] Processed 21490 samples
[MC] Processed 21500 samples
[MC] Processed 21510 samples
[MC] Processed 21520 samples
[MC] Processed 21530 samples
[MC] Processed 21540 samples
[MC] Processed 21550 samples
[MC] Processed 21560 samples
[MC] Processed 21570 samples
[MC] Processed 21580 samples
[MC] Processed 21590 samples
[MC] Processed 21600 samples
[MC] Processed 21610 samples
[MC] Processed 21620 samples
[MC] Processed 21630 samples
[MC] Processed 21640 samples
[MC] Processed 21650 samples
[MC] Processed 21660 samples
[MC] Processed 21670 samples
[MC] Processed 21680 samples
[MC] Processed 21690 samples
[MC] Processed 21700 samples
[MC] Processed 21710 samples
[MC] Processed 21720 samples
[MC] Processed 21730 samples
[MC] Processed 21740 samples
[MC] Processed 21750 samples
[MC] Processed 21760 samples
[MC] Processed 21770 samples
[MC] Processed 21780 samples
[MC] Processed 21790 samples
[MC] Processed 21800 samples
[MC] Processed 21810 samples
[MC] Processed 21820 samples
[MC] Processed 21830 samples
[MC] Processed 21840 samples
[MC] Processed 21850 samples
[MC] Processed 21860 samples
[MC] Processed 21870 samples
[MC] Processed 21880 samples
[MC] Processed 21890 samples
[MC] Processed 21900 samples
[MC] Processed 21910 samples
[MC] Processed 21920 samples
[MC] Processed 21930 samples
[MC] Processed 21940 samples
[MC] Processed 21950 samples
[MC] Processed 21960 samples
[MC] Processed 21970 samples
[MC] Processed 21980 samples
[MC] Processed 21990 samples
[MC] Processed 22000 samples
[MC] Processed 22010 samples
[MC] Processed 22020 samples
[MC] Processed 22030 samples
[MC] Processed 22040 samples
[MC] Processed 22050 samples
[MC] Processed 22060 samples
[MC] Processed 22070 samples
[MC] Processed 22080 samples
[MC] Processed 22090 samples
[MC] Processed 22100 samples
[MC] Processed 22110 samples
[MC] Processed 22120 samples
[MC] Processed 22130 samples
[MC] Processed 22140 samples
[MC] Processed 22150 samples
[MC] Processed 22160 samples
[MC] Processed 22170 samples
[MC] Processed 22180 samples
[MC] Processed 22190 samples
[MC] Processed 22200 samples
[MC] Processed 22210 samples
[MC] Processed 22220 samples
[MC] Processed 22230 samples
[MC] Processed 22240 samples
[MC] Processed 22250 samples
[MC] Processed 22260 samples
[MC] Processed 22270 samples
[MC] Processed 22280 samples
[MC] Processed 22290 samples
[MC] Processed 22300 samples
[MC] Processed 22310 samples
[MC] Processed 22320 samples
[MC] Processed 22330 samples
[MC] Processed 22340 samples
[MC] Processed 22350 samples
[MC] Processed 22360 samples
[MC] Processed 22370 samples
[MC] Processed 22380 samples
[MC] Processed 22390 samples
[MC] Processed 22400 samples
[MC] Processed 22410 samples
[MC] Processed 22420 samples
[MC] Processed 22430 samples
[MC] Processed 22440 samples
[MC] Processed 22450 samples
[MC] Processed 22460 samples
[MC] Processed 22470 samples
[MC] Processed 22480 samples
[MC] Processed 22490 samples
[MC] Processed 22500 samples
[MC] Processed 22510 samples
[MC] Processed 22520 samples
[MC] Processed 22530 samples
[MC] Processed 22540 samples
[MC] Processed 22550 samples
[MC] Processed 22560 samples
[MC] Processed 22570 samples
[MC] Processed 22580 samples
[MC] Processed 22590 samples
[MC] Processed 22600 samples
[MC] Processed 22610 samples
[MC] Processed 22620 samples
[MC] Processed 22630 samples
[MC] Processed 22640 samples
[MC] Processed 22650 samples
[MC] Processed 22660 samples
[MC] Processed 22670 samples
[MC] Processed 22680 samples
[MC] Processed 22690 samples
[MC] Processed 22700 samples
[MC] Processed 22710 samples
[MC] Processed 22720 samples
[MC] Processed 22730 samples
[MC] Processed 22740 samples
[MC] Processed 22750 samples
[MC] Processed 22760 samples
[MC] Processed 22770 samples
[MC] Processed 22780 samples
[MC] Processed 22790 samples
[MC] Processed 22800 samples
[MC] Processed 22810 samples
[MC] Processed 22820 samples
[MC] Processed 22830 samples
[MC] Processed 22840 samples
[MC] Processed 22850 samples
[MC] Processed 22860 samples
[MC] Processed 22870 samples
[MC] Processed 22880 samples
[MC] Processed 22890 samples
[MC] Processed 22900 samples
[MC] Processed 22910 samples
[MC] Processed 22920 samples
[MC] Processed 22930 samples
[MC] Processed 22940 samples
[MC] Processed 22950 samples
[MC] Processed 22960 samples
[MC] Processed 22970 samples
[MC] Processed 22980 samples
[MC] Processed 22990 samples
[MC] Processed 23000 samples
[MC] Processed 23010 samples
[MC] Processed 23020 samples
[MC] Processed 23030 samples
[MC] Processed 23040 samples
[MC] Processed 23050 samples
[MC] Processed 23060 samples
[MC] Processed 23070 samples
[MC] Processed 23080 samples
[MC] Processed 23090 samples
[MC] Processed 23100 samples
[MC] Processed 23110 samples
[MC] Processed 23120 samples
[MC] Processed 23130 samples
[MC] Processed 23140 samples
[MC] Processed 23150 samples
[MC] Processed 23160 samples
[MC] Processed 23170 samples
[MC] Processed 23180 samples
[MC] Processed 23190 samples
[MC] Processed 23200 samples
[MC] Processed 23210 samples
[MC] Processed 23220 samples
[MC] Processed 23230 samples
[MC] Processed 23240 samples
[MC] Processed 23250 samples
[MC] Processed 23260 samples
[MC] Processed 23270 samples
[MC] Processed 23280 samples
[MC] Processed 23290 samples
[MC] Processed 23300 samples
[MC] Processed 23310 samples
[MC] Processed 23320 samples
[MC] Processed 23330 samples
[MC] Processed 23340 samples
[MC] Processed 23350 samples
[MC] Processed 23360 samples
[MC] Processed 23370 samples
[MC] Processed 23380 samples
[MC] Processed 23390 samples
[MC] Processed 23400 samples
[MC] Processed 23410 samples
[MC] Processed 23420 samples
[MC] Processed 23430 samples
[MC] Processed 23440 samples
[MC] Processed 23450 samples
[MC] Processed 23460 samples
[MC] Processed 23470 samples
[MC] Processed 23480 samples
[MC] Processed 23490 samples
[MC] Processed 23500 samples
[MC] Processed 23510 samples
[MC] Processed 23520 samples
[MC] Processed 23530 samples
[MC] Processed 23540 samples
[MC] Processed 23550 samples
[MC] Processed 23560 samples
[MC] Processed 23570 samples
[MC] Processed 23580 samples
[MC] Processed 23590 samples
[MC] Processed 23600 samples

=== Processing Statistics for MC ===
Total samples processed: 23601
Total events recorded: 249531
Average pitch: min = 0.300112, max = 8739.1
Wires per track: min = 25, max = 1948
Valid hits per track: min = 25, max = 1948
Average efficiency: 0.989706

=== Analysis Complete ===
